,Zipcode,Beds,Number_Of_Reviews
17798,11232,2,79
17799,10003,2,6
17800,10012,1,0
17801,10013,1,1
17802,10016,1,0
17803,10019,1,11
17804,11222,1,4
17805,11231,1,15
17806,11238,4,0
17807,10010,5,0
17808,10011,1,8
17809,10012,1,0
17810,10016,2,0
17811,10016,3,0
17812,10018,2,0
17813,10019,2,0
17814,10019,3,41
17815,10023,1,1
17816,10024,1,35
17817,10024,1,0
17818,10025,2,0
17819,10036,2,0
17820,11226,1,6
17821,11238,1,23
17822,10012,1,54
17823,10025,1,12
17824,10031,1,9
17825,10036,1,53
17826,11238,4,11
17827,10009,1,3
17828,10011,2,12
17829,10013,1,1
17830,10019,1,1
17831,10023,1,0
17832,10023,1,2
17833,10024,1,7
17834,10024,1,2
17835,10019,1,1
17836,10033,1,2
17837,11201,2,0
17838,11226,1,9
17839,11237,1,40
17840,10003,2,4
17841,10007,2,0
17842,10011,3,0
17843,10012,1,12
17844,10014,2,0
17845,10021,1,0
17846,10021,4,0
17847,10023,3,1
17848,10025,2,4
17849,10028,2,2
17850,10032,1,0
17851,10034,1,0
17852,10128,1,0
17853,11221,2,0
17854,11249,1,3
17855,11221,1,2
17856,10016,1,55
17857,10021,1,0
17858,10028,1,0
17859,11221,1,0
17860,10001,3,0
17861,10003,1,0
17862,10006,1,0
17863,10024,1,0
17864,10028,3,0
17865,10029,2,3
17866,10036,1,0
17867,10128,1,2
17868,11238,1,1
17869,10003,1,19
17870,10005,1,0
17871,10011,1,1
17872,10035,1,39
17873,10037,1,0
17874,11103,1,11
17875,11385,1,24
17876,11385,1,29
17877,11103,1,0
17878,11102,1,0
17879,11201,1,0
17880,11209,2,1
17881,11211,1,2
17882,11222,3,0
17883,10001,1,3
17884,10002,2,4
17885,10013,2,0
17886,10014,1,0
17887,10014,1,2
17888,10016,2,0
17889,10019,1,0
17890,10021,2,0
17891,10022,3,0
17892,10038,2,0
17893,11101,1,1
17894,11374,7,7
17895,10314,2,9
17896,11201,1,1
17897,11209,1,8
17898,11215,1,0
17899,11237,1,2
17900,11237,1,0
17901,11237,1,1
17902,11237,1,0
17903,11205,1,0
17904,10019,1,0
17905,10032,1,55
17906,11209,1,3
17907,11221,5,5
17908,11225,1,6
17909,11249,1,5
17910,11215,6,3
17911,10002,3,0
17912,10010,1,0
17913,10011,1,16
17914,10014,1,12
17915,10014,2,0
17916,10016,1,1
17917,10023,1,1
17918,10023,2,22
17919,10028,1,29
17920,10029,3,51
17921,10031,2,1
17922,11377,1,7
17923,11221,1,33
17924,11221,1,11
17925,11221,1,11
17926,11221,2,15
17927,10002,2,0
17928,10036,1,17
17929,11217,1,5
17930,11210,1,20
17931,10001,2,1
17932,10011,3,1
17933,10024,4,24
17934,10025,1,0
17935,10030,1,0
17936,10030,1,4
17937,10036,1,13
17938,10075,1,4
17939,10075,3,0
17940,11367,2,29
17941,11216,1,0
17942,10029,1,0
17943,10036,1,14
17944,11211,4,31
17945,11215,1,0
17946,11238,3,8
17947,10012,1,16
17948,10075,1,12
17949,11217,1,0
17950,11238,1,6
17951,11238,1,5
17952,10032,1,11
17953,11104,1,5
17954,11106,2,0
17955,10029,1,12
17956,11226,1,1
17957,10019,1,5
17958,10019,1,8
17959,10019,1,15
17960,10019,1,11
17961,10026,1,18
17962,10029,1,82
17963,10034,1,0
17964,10128,1,9
17965,11377,2,14
17966,11221,1,3
17967,10009,1,0
17968,10011,2,14
17969,10023,1,0
17970,10028,1,0
17971,10035,1,8
17972,10065,2,0
17973,11101,2,0
17974,11206,1,43
17975,11220,1,2
17976,11222,1,6
17977,11220,1,2
17978,10001,1,9
17979,10065,1,0
17980,11207,5,31
17981,11207,5,31
17982,11218,1,9
17983,11225,2,4
17984,10009,1,1
17985,10011,2,0
17986,10011,1,4
17987,10019,3,4
17988,10031,2,1
17989,10031,2,1
17990,10031,2,0
17991,10033,1,27
17992,11221,1,2
17993,11221,1,0
17994,10025,1,5
17995,10031,2,0
17996,11210,3,34
17997,11236,3,4
17998,11236,4,7
17999,11236,7,2
18000,11236,3,10
18001,11238,1,0
18002,10001,2,2
18003,10009,2,8
18004,10011,1,1
18005,10012,1,6
18006,10019,2,25
18007,10025,2,7
18008,10027,2,23
18009,10027,4,18
18010,10029,2,5
18011,10075,3,3
18012,10003,1,0
18013,10010,1,0
18014,10031,1,6
18015,11237,2,10
18016,11206,2,5
18017,10009,1,5
18018,10019,4,65
18019,10021,2,41
18020,10026,2,2
18021,10028,1,9
18022,10128,2,1
18023,10280,2,0
18024,11102,2,2
18025,11211,1,36
18026,10013,1,1
18027,10017,1,31
18028,10029,1,47
18029,11375,1,40
18030,11213,3,24
18031,11233,1,0
18032,10011,1,7
18033,10016,1,2
18034,10019,3,0
18035,10022,1,1
18036,11213,2,2
18037,11216,1,3
18038,11221,1,6
18039,10019,1,48
18040,10019,1,45
18041,10019,1,36
18042,11106,1,64
18043,11211,1,3
18044,10014,2,29
18045,10023,1,6
18046,10026,1,0
18047,10026,2,6
18048,11215,1,20
18049,10003,1,47
18050,10010,1,4
18051,10019,1,0
18052,10025,1,0
18053,10025,1,0
18054,10025,1,0
18055,10036,1,4
18056,11377,1,14
18057,11377,1,14
18058,11211,1,44
18059,11238,1,6
18060,10011,1,1
18061,11103,1,1
18062,11225,1,1
18063,11237,1,2
18064,11249,1,7
18065,10022,1,0
18066,10027,1,21
18067,10001,3,0
18068,10002,1,5
18069,10010,2,1
18070,10011,1,5
18071,10012,1,2
18072,10014,3,2
18073,10018,2,2
18074,10018,1,15
18075,10036,1,2
18076,10036,1,3
18077,10036,1,0
18078,10036,1,1
18079,10036,2,0
18080,10128,1,30
18081,11106,1,1
18082,11377,1,0
18083,11237,1,18
18084,10010,1,1
18085,10014,1,0
18086,10026,1,0
18087,10026,1,0
18088,11201,1,1
18089,11210,2,25
18090,11213,2,57
18091,11218,1,23
18092,11221,1,47
18093,11216,1,6
18094,10012,2,22
18095,10019,1,2
18096,10019,3,18
18097,10021,1,11
18098,10031,1,8
18099,10040,4,19
18100,10075,2,46
18101,10280,1,6
18102,10012,1,0
18103,10012,2,79
18104,10013,1,1
18105,11104,5,46
18106,11104,2,23
18107,11104,5,1
18108,11104,5,57
18109,10704,1,57
18110,11201,1,0
18111,11216,1,8
18112,11217,1,1
18113,11233,1,0
18114,11237,1,0
18115,11216,1,0
18116,11216,1,0
18117,11225,1,9
18118,11216,1,3
18119,11216,1,3
18120,11218,1,0
18121,10002,1,1
18122,10032,1,0
18123,11104,2,14
18124,11385,1,15
18125,10032,1,1
18126,11368,2,4
18127,11369,1,7
18128,11369,1,1
18129,11369,1,1
18130,11369,1,3
18131,11369,1,0
18132,11369,1,1
18133,11369,1,2
18134,11369,1,0
18135,11369,1,0
18136,11369,1,0
18137,11369,1,5
18138,11369,1,8
18139,11369,1,7
18140,11369,2,3
18141,11369,1,2
18142,11369,1,1
18143,11369,1,0
18144,11369,1,18
18145,11369,1,3
18146,11369,1,0
18147,11369,1,1
18148,11369,1,0
18149,11369,1,0
18150,11369,1,6
18151,11369,1,13
18152,11369,2,3
18153,11369,1,10
18154,11369,2,4
18155,11369,1,2
18156,11369,1,1
18157,11369,1,1
18158,11211,2,77
18159,11213,1,30
18160,10009,2,1
18161,10018,2,0
18162,10019,1,15
18163,10019,2,3
18164,10023,1,10
18165,10029,1,0
18166,10035,2,34
18167,11211,1,2
18168,11215,1,0
18169,11232,1,0
18170,11206,1,1
18171,10003,1,7
18172,10034,1,10
18173,11106,1,0
18174,10454,1,5
18175,11206,1,10
18176,11211,3,10
18177,11221,3,44
18178,10011,1,1
18179,10025,1,0
18180,10016,2,5
18181,10011,1,0
18182,11220,1,24
18183,10013,1,0
18184,10016,1,18
18185,10032,1,7
18186,10032,1,0
18187,10032,2,5
18188,10032,1,2
18189,11215,2,1
18190,11216,2,0
18191,11238,2,19
18192,11238,2,2
18193,10009,1,3
18194,10038,2,1
18195,11106,2,1
18196,11222,1,21
18197,10033,1,0
18198,10035,1,4
18199,10035,1,3
18200,10036,1,3
18201,11211,2,9
18202,11213,2,9
18203,11216,1,2
18204,11222,1,32
18205,10012,2,0
18206,10023,2,0
18207,10027,4,1
18208,10029,1,3
18209,10033,3,1
18210,10033,1,0
18211,10031,1,3
18212,11218,2,0
18213,11221,1,0
18214,11249,2,13
18215,10003,1,0
18216,10009,1,12
18217,10011,1,0
18218,10011,1,47
18219,10013,1,4
18220,10014,2,5
18221,10024,1,1
18222,10467,1,1
18223,11232,2,1
18224,10030,2,0
18225,11211,2,10
18226,11221,1,11
18227,11231,3,1
18228,10002,2,6
18229,10010,1,4
18230,10014,1,6
18231,10014,1,5
18232,10016,3,3
18233,10022,2,0
18234,10022,1,4
18235,10024,2,0
18236,10032,2,3
18237,10036,4,0
18238,11365,4,1
18239,11211,1,4
18240,11222,1,0
18241,10009,1,28
18242,10026,1,2
18243,10032,1,2
18244,10036,1,37
18245,11211,1,0
18246,11238,3,0
18247,11249,1,26
18248,10018,3,11
18249,10034,1,3
18250,11215,3,0
18251,11221,1,6
18252,10018,1,15
18253,10019,2,40
18254,10044,1,0
18255,11238,1,12
18256,11218,5,7
18257,10010,1,2
18258,10010,2,1
18259,10010,3,3
18260,10010,3,2
18261,10026,2,0
18262,10475,1,1
18263,11211,1,51
18264,11211,1,28
18265,11218,2,40
18266,10019,1,90
18267,10019,1,79
18268,10026,1,5
18269,11211,1,2
18270,11216,2,30
18271,11221,1,1
18272,11221,5,5
18273,10003,1,0
18274,10009,4,0
18275,10036,1,2
18276,10075,1,0
18277,11205,1,0
18278,11206,1,1
18279,11211,1,12
18280,11233,2,0
18281,10007,1,0
18282,10014,1,3
18283,11213,3,21
18284,11249,2,8
18285,11231,4,2
18286,10011,2,10
18287,10012,1,24
18288,10014,3,23
18289,10014,1,10
18290,10016,1,0
18291,10016,1,11
18292,10023,1,0
18293,10025,1,0
18294,10014,2,13
18295,10014,5,2
18296,11217,1,8
18297,11237,1,5
18298,11237,1,2
18299,11249,1,6
18300,10012,1,10
18301,10026,1,9
18302,10027,1,2
18303,10027,1,18
18304,10032,1,20
18305,11237,2,9
18306,10009,2,3
18307,10014,1,4
18308,10018,3,4
18309,10018,2,18
18310,10011,1,3
18311,11101,2,19
18312,11233,1,2
18313,11238,1,0
18314,10003,1,1
18315,10018,1,0
18316,10018,1,0
18317,10018,1,2
18318,10018,1,0
18319,10018,1,2
18320,10018,1,1
18321,11220,1,0
18322,10002,1,1
18323,10012,2,15
18324,11215,1,0
18325,11221,1,0
18326,10029,1,30
18327,11101,1,4
18328,11101,1,10
18329,11222,2,1
18330,11231,1,0
18331,11238,1,2
18332,11231,2,46
18333,10001,1,0
18334,10009,3,48
18335,10011,3,0
18336,10014,2,3
18337,10029,2,8
18338,10037,2,0
18339,10017,3,0
18340,11215,1,5
18341,11222,1,13
18342,11226,2,6
18343,11238,1,0
18344,10029,1,14
18345,10029,1,14
18346,10016,1,0
18347,11211,2,23
18348,11222,1,6
18349,10003,1,43
18350,10010,2,0
18351,10012,1,10
18352,10014,1,0
18353,11377,1,2
18354,11206,1,0
18355,11211,1,0
18356,11211,1,33
18357,11211,1,16
18358,10028,1,0
18359,10028,1,0
18360,10128,1,1
18361,10009,1,0
18362,11217,1,1
18363,11225,2,6
18364,10002,2,55
18365,10003,1,0
18366,10009,2,43
18367,10011,2,0
18368,10280,1,7
18369,11221,1,0
18370,11225,1,22
18371,11101,1,40
18372,11216,1,27
18373,11215,2,0
18374,10006,1,3
18375,10012,1,0
18376,10013,1,0
18377,10019,3,22
18378,10019,3,8
18379,10019,1,16
18380,10023,1,6
18381,11366,1,6
18382,11216,1,2
18383,11218,1,0
18384,11225,1,7
18385,11237,1,4
18386,11218,1,2
18387,11218,1,2
18388,11218,1,1
18389,10009,1,1
18390,10013,1,15
18391,10075,1,0
18392,11368,1,5
18393,11218,1,0
18394,11201,1,1
18395,11217,2,1
18396,10001,1,2
18397,10002,1,13
18398,10011,4,13
18399,10024,1,12
18400,11211,1,1
18401,11237,1,0
18402,11216,1,48
18403,10026,1,62
18404,11105,1,32
18405,11201,1,9
18406,11232,1,2
18407,10022,2,36
18408,10023,2,0
18409,10026,1,3
18410,10035,2,7
18411,10036,2,3
18412,11101,1,0
18413,10036,1,23
18414,11692,2,4
18415,11201,2,2
18416,10002,1,1
18417,10009,1,3
18418,10011,1,34
18419,10011,2,3
18420,10025,1,0
18421,10025,2,3
18422,10040,1,15
18423,11225,1,4
18424,11237,1,9
18425,10019,1,49
18426,10031,1,1
18427,10025,1,1
18428,11211,2,0
18429,11222,2,1
18430,11238,2,0
18431,10002,2,0
18432,10002,1,11
18433,10021,1,20
18434,10024,1,0
18435,11211,1,1
18436,11213,1,0
18437,11221,1,0
18438,11222,1,0
18439,11237,3,2
18440,11237,3,0
18441,11237,2,0
18442,10002,1,0
18443,10021,1,9
18444,11237,1,2
18445,11372,1,0
18446,11206,3,3
18447,11211,1,0
18448,11216,1,6
18449,10004,2,0
18450,10011,1,8
18451,10011,2,3
18452,10016,2,15
18453,10021,1,11
18454,10021,3,3
18455,10028,1,7
18456,10029,1,24
18457,10128,1,0
18458,11206,1,0
18459,11206,1,0
18460,10003,1,3
18461,10023,2,24
18462,10032,1,0
18463,10038,1,0
18464,11201,1,2
18465,11211,2,11
18466,11215,1,5
18467,11215,1,12
18468,11221,2,2
18469,11238,1,0
18470,10009,2,41
18471,10009,6,3
18472,10011,1,2
18473,10011,2,4
18474,10019,1,2
18475,10019,2,11
18476,10019,3,44
18477,10021,1,4
18478,10036,2,49
18479,10038,1,12
18480,11385,2,9
18481,10009,1,0
18482,10012,1,8
18483,10035,1,14
18484,10025,1,2
18485,11206,2,10
18486,11249,3,0
18487,11249,2,1
18488,10011,1,2
18489,10011,2,9
18490,10023,1,4
18491,11233,1,0
18492,11237,1,1
18493,10003,1,0
18494,10016,1,0
18495,10029,1,1
18496,10031,2,2
18497,11216,2,2
18498,11217,1,0
18499,10022,3,38
18500,10025,2,8
18501,10027,1,1
18502,10027,1,0
18503,10028,2,5
18504,10037,2,1
18505,11101,3,10
18506,11206,1,0
18507,11206,1,2
18508,11207,1,0
18509,11207,1,0
18510,11216,1,1
18511,11222,1,1
18512,11249,1,4
18513,10012,1,0
18514,10030,1,6
18515,11106,1,1
18516,11205,1,0
18517,11221,2,2
18518,10003,2,1
18519,10003,2,12
18520,10003,2,3
18521,10003,4,41
18522,11101,1,0
18523,10011,1,0
18524,11211,2,14
18525,11215,1,6
18526,10028,1,3
18527,10028,1,0
18528,10028,1,0
18529,10031,1,4
18530,11217,1,77
18531,11205,2,2
18532,10036,1,11
18533,10128,1,6
18534,11206,1,6
18535,11233,2,39
18536,11237,1,18
18537,11237,1,8
18538,10021,3,0
18539,11102,1,19
18540,11375,1,0
18541,11206,4,0
18542,11211,2,0
18543,11216,2,27
18544,11222,1,3
18545,11238,1,30
18546,10011,1,0
18547,10011,1,11
18548,10011,1,20
18549,10011,1,6
18550,10012,1,0
18551,10014,1,0
18552,10014,3,49
18553,10044,2,5
18554,11206,1,22
18555,11222,1,1
18556,10009,1,4
18557,10027,1,0
18558,11211,1,1
18559,11217,1,3
18560,11225,1,0
18561,11249,1,0
18562,11231,4,2
18563,10003,1,0
18564,10003,2,78
18565,10009,1,46
18566,10018,1,0
18567,10022,1,5
18568,10075,1,4
18569,11238,1,1
18570,10002,1,2
18571,10035,1,0
18572,10035,2,22
18573,10065,1,0
18574,10019,1,1
18575,11102,1,1
18576,11216,2,50
18577,11216,2,27
18578,11238,3,6
18579,11249,2,2
18580,10003,2,30
18581,10003,3,6
18582,10003,1,65
18583,10011,1,0
18584,10016,4,41
18585,10024,1,42
18586,10030,2,2
18587,10030,3,11
18588,10030,2,1
18589,11206,1,28
18590,11237,1,2
18591,11101,1,8
18592,11216,1,8
18593,11225,1,4
18594,11249,1,12
18595,11238,1,62
18596,10002,1,25
18597,10011,1,0
18598,10014,1,39
18599,10014,1,11
18600,10025,1,4
18601,10025,1,46
18602,10036,2,1
18603,10009,1,21
18604,10013,1,2
18605,10023,1,4
18606,10023,2,8
18607,10024,1,0
18608,10025,1,1
18609,10025,1,2
18610,11205,1,2
18611,11211,1,2
18612,10019,1,29
18613,10022,1,1
18614,11206,1,1
18615,11216,1,12
18616,11226,1,0
18617,10011,1,0
18618,10027,1,0
18619,10032,1,0
18620,10035,1,12
18621,10036,1,8
18622,11377,1,36
18623,11230,1,0
18624,11201,2,3
18625,10024,1,2
18626,10025,2,4
18627,10128,6,2
18628,11211,1,1
18629,11225,1,0
18630,11226,1,7
18631,11237,1,0
18632,10002,1,4
18633,10025,2,0
18634,10028,1,1
18635,11206,1,1
18636,11211,1,0
18637,11213,1,0
18638,11201,1,7
18639,11238,2,1
18640,10013,2,34
18641,10023,3,7
18642,10029,1,3
18643,11205,1,1
18644,11211,1,33
18645,11216,1,0
18646,11226,4,2
18647,11226,1,15
18648,10012,1,0
18649,10012,1,5
18650,10016,2,1
18651,10003,1,17
18652,10003,1,1
18653,10003,2,0
18654,10014,2,15
18655,10023,2,2
18656,10023,1,6
18657,11206,1,0
18658,11238,1,4
18659,10003,1,0
18660,10016,1,0
18661,10018,1,9
18662,10025,1,26
18663,11206,3,11
18664,11216,2,1
18665,11217,1,9
18666,10002,1,2
18667,10016,1,0
18668,10022,2,9
18669,10024,1,0
18670,10027,2,4
18671,10029,1,7
18672,10030,3,0
18673,11102,1,1
18674,11211,1,0
18675,10001,1,0
18676,10009,1,2
18677,10016,1,21
18678,10018,1,1
18679,10025,1,13
18680,10030,1,1
18681,10016,1,2
18682,11211,1,3
18683,11238,2,0
18684,10002,2,17
18685,10014,1,0
18686,10016,2,3
18687,10019,2,0
18688,10028,1,5
18689,10075,1,11
18690,10075,1,0
18691,10013,2,1
18692,10025,1,26
18693,10128,1,0
18694,10012,1,0
18695,10305,4,1
18696,11230,2,4
18697,11238,1,23
18698,10012,1,0
18699,10465,2,0
18700,10003,1,1
18701,10009,2,4
18702,10012,1,8
18703,10016,2,0
18704,10021,3,3
18705,10022,1,0
18706,10029,1,7
18707,10029,1,9
18708,10012,3,35
18709,10013,3,52
18710,11211,1,0
18711,10033,1,1
18712,11106,1,0
18713,11222,1,0
18714,11233,1,6
18715,11233,1,9
18716,10016,1,44
18717,10021,1,1
18718,10040,2,1
18719,11206,1,4
18720,10025,1,52
18721,10075,1,95
18722,10301,1,0
18723,11211,1,1
18724,11213,3,12
18725,11213,3,3
18726,11215,1,0
18727,11216,2,3
18728,10009,1,6
18729,10012,2,63
18730,10014,1,9
18731,10024,2,1
18732,10028,2,35
18733,10029,1,6
18734,10030,2,9
18735,10031,2,10
18736,10037,6,8
18737,10075,2,6
18738,10128,1,1
18739,11101,1,47
18740,11106,1,2
18741,11206,1,0
18742,11221,1,0
18743,10003,1,2
18744,10025,1,4
18745,11237,1,0
18746,11435,1,0
18747,11211,2,0
18748,11221,1,31
18749,10036,1,0
18750,11102,2,35
18751,11102,2,0
18752,10301,6,23
18753,11201,1,4
18754,11238,1,0
18755,11377,1,1
18756,11418,2,0
18757,11222,1,6
18758,11238,2,22
18759,10005,2,2
18760,10009,3,0
18761,10012,2,15
18762,10014,1,10
18763,10128,1,15
18764,11225,1,0
18765,10025,3,30
18766,10030,1,0
18767,10031,1,0
18768,11104,1,22
18769,11226,1,2
18770,11211,1,2
18771,11221,3,48
18772,11221,3,22
18773,11222,1,3
18774,10011,1,23
18775,10019,2,26
18776,10027,2,0
18777,11222,1,5
18778,10003,1,16
18779,10009,1,29
18780,10280,1,1
18781,11103,1,0
18782,10019,2,0
18783,10029,1,16
18784,11222,1,1
18785,11238,1,7
18786,10002,2,0
18787,10009,2,1
18788,10010,3,1
18789,10021,3,17
18790,10022,3,6
18791,10022,3,44
18792,10022,1,7
18793,10025,1,3
18794,10027,2,23
18795,10029,1,8
18796,10280,1,2
18797,10453,1,10
18798,10453,1,28
18799,10453,1,10
18800,11201,1,4
18801,10027,1,1
18802,10032,1,0
18803,10035,1,4
18804,10035,1,33
18805,11374,1,3
18806,11101,1,13
18807,11206,1,3
18808,11237,1,4
18809,10010,2,11
18810,10019,1,16
18811,10019,2,20
18812,11206,1,4
18813,11206,1,7
18814,11206,1,2
18815,11216,1,0
18816,11237,1,0
18817,10025,1,12
18818,10036,1,2
18819,10039,1,4
18820,10039,1,0
18821,10037,1,0
18822,11232,2,51
18823,10006,2,4
18824,10016,2,61
18825,10029,2,16
18826,10031,2,9
18827,10033,2,4
18828,10128,1,0
18829,11211,1,0
18830,11221,2,2
18831,11221,1,2
18832,11222,2,0
18833,10005,1,0
18834,10027,1,24
18835,10031,1,0
18836,10032,1,3
18837,10044,1,0
18838,11201,1,40
18839,11216,1,2
18840,11238,2,13
18841,11249,2,34
18842,11238,3,1
18843,11238,2,18
18844,11238,4,6
18845,10004,1,12
18846,10010,4,10
18847,10011,2,13
18848,10016,2,50
18849,10022,3,0
18850,10022,1,2
18851,10024,2,4
18852,10026,1,33
18853,10027,2,0
18854,10033,3,0
18855,11101,2,3
18856,11368,3,49
18857,11416,1,41
18858,10455,3,27
18859,10455,1,55
18860,10455,4,39
18861,10455,3,41
18862,11201,1,0
18863,11206,1,0
18864,11206,1,0
18865,11207,1,7
18866,11238,1,0
18867,10002,1,3
18868,10014,1,19
18869,10022,1,52
18870,10031,1,1
18871,10039,1,26
18872,10075,1,2
18873,11101,2,20
18874,11225,1,0
18875,11205,3,18
18876,11216,2,1
18877,11211,1,12
18878,10009,2,33
18879,10010,1,0
18880,10031,6,12
18881,10031,6,34
18882,11211,1,10
18883,11212,1,5
18884,10002,1,0
18885,10031,2,33
18886,10031,2,36
18887,10031,2,40
18888,10032,2,0
18889,10027,1,24
18890,10027,1,26
18891,11102,1,0
18892,11211,1,43
18893,11221,2,7
18894,10016,1,0
18895,10019,4,6
18896,10022,2,15
18897,10027,2,26
18898,10027,2,52
18899,11101,1,0
18900,11368,2,1
18901,11211,1,0
18902,11225,1,1
18903,10002,1,10
18904,11101,1,69
18905,11101,1,50
18906,11215,1,25
18907,11226,1,9
18908,11101,1,0
18909,11211,1,15
18910,11211,1,2
18911,11226,1,5
18912,10003,1,3
18913,10025,2,0
18914,10027,1,2
18915,11211,1,3
18916,11221,1,0
18917,11226,1,0
18918,11205,1,1
18919,10013,1,0
18920,10027,1,2
18921,10464,1,4
18922,11211,1,5
18923,11211,2,0
18924,10029,1,23
18925,11385,1,0
18926,11211,1,0
18927,11205,1,0
18928,11238,2,1
18929,11238,1,3
18930,11222,6,1
18931,10003,1,12
18932,10013,2,14
18933,10037,1,0
18934,11104,1,6
18935,10002,2,0
18936,10012,1,16
18937,10019,1,0
18938,10035,2,7
18939,11213,3,19
18940,11231,2,39
18941,11216,1,26
18942,10002,1,8
18943,10003,1,8
18944,10009,1,3
18945,10009,1,2
18946,10011,1,0
18947,10012,1,4
18948,10012,1,17
18949,10025,2,13
18950,10030,1,11
18951,11105,2,0
18952,11412,1,32
18953,11206,1,0
18954,11221,1,0
18955,11237,1,3
18956,11237,1,12
18957,10001,1,2
18958,10002,1,0
18959,10009,1,23
18960,10036,1,0
18961,10030,1,0
18962,11104,1,1
18963,11237,1,5
18964,11222,2,8
18965,11231,5,4
18966,11249,2,6
18967,11221,3,20
18968,10012,1,6
18969,10019,3,22
18970,10033,2,14
18971,10033,1,11
18972,11385,1,2
18973,11375,1,21
18974,11217,2,34
18975,11221,1,0
18976,11249,1,24
18977,11103,1,22
18978,11375,1,2
18979,11206,3,0
18980,11215,3,2
18981,11228,2,7
18982,10003,4,52
18983,10003,2,4
18984,10003,1,17
18985,10011,2,2
18986,10012,1,29
18987,10016,2,63
18988,10019,2,18
18989,10019,2,3
18990,11419,2,11
18991,11211,1,3
18992,11216,1,0
18993,11249,1,43
18994,11249,1,46
18995,11249,1,45
18996,11249,1,36
18997,11249,1,56
18998,11249,1,50
18999,10011,4,0
19000,10021,1,22
19001,10029,1,0
19002,10031,1,0
19003,10031,1,3
19004,11419,1,2
19005,11217,1,12
19006,11221,1,0
19007,11238,1,1
19008,10023,2,4
19009,10036,1,0
19010,10036,5,4
19011,10014,2,0
19012,11217,1,0
19013,10010,1,4
19014,11205,2,1
19015,11217,2,2
19016,11238,2,13
19017,11221,1,1
19018,11221,3,24
19019,10002,1,2
19020,10003,1,11
19021,10005,2,2
19022,10010,2,16
19023,10012,3,12
19024,10013,1,0
19025,10014,1,0
19026,11102,2,0
19027,11102,2,4
19028,11206,1,9
19029,11211,1,1
19030,11249,1,91
19031,10022,1,10
19032,10025,1,1
19033,10025,1,8
19034,10025,1,5
19035,10027,1,0
19036,10033,1,10
19037,11355,1,15
19038,11355,2,6
19039,11355,1,8
19040,10003,1,0
19041,10025,1,3
19042,11355,2,3
19043,11215,3,2
19044,11231,1,0
19045,11233,2,11
19046,10010,1,36
19047,10016,2,24
19048,10018,1,16
19049,10019,4,7
19050,10019,1,37
19051,10021,4,17
19052,10023,2,4
19053,10024,1,0
19054,10028,1,1
19055,10031,3,0
19056,10036,2,20
19057,10075,7,33
19058,10075,2,32
19059,10128,1,3
19060,10280,1,0
19061,11385,2,1
19062,11225,1,18
19063,11225,1,15
19064,11233,2,6
19065,10003,3,0
19066,10012,11,5
19067,10016,1,1
19068,10016,1,64
19069,10016,2,44
19070,10019,2,59
19071,10019,2,66
19072,10028,2,10
19073,10128,2,50
19074,11369,1,17
19075,11211,1,2
19076,11216,1,0
19077,11238,1,0
19078,10003,1,0
19079,10009,1,0
19080,10012,10,10
19081,10019,1,9
19082,11217,2,1
19083,11218,2,1
19084,11225,3,0
19085,11238,4,2
19086,10013,2,7
19087,10014,2,0
19088,10021,1,3
19089,10022,2,0
19090,10301,4,0
19091,11207,1,3
19092,11211,1,2
19093,11226,1,3
19094,10024,1,1
19095,10024,1,0
19096,11206,1,9
19097,11211,1,8
19098,11211,1,3
19099,11215,1,4
19100,11238,1,31
19101,11233,4,36
19102,10003,2,1
19103,10012,2,0
19104,10016,1,0
19105,10024,1,0
19106,10036,2,17
19107,11217,1,0
19108,11233,2,0
19109,10003,1,0
19110,10013,1,1
19111,10017,1,2
19112,10036,1,0
19113,11211,1,2
19114,11215,4,1
19115,11237,3,31
19116,11206,1,3
19117,11206,2,26
19118,10002,2,0
19119,10010,2,12
19120,10012,1,0
19121,10021,1,0
19122,10026,2,6
19123,10027,2,0
19124,11109,1,18
19125,11211,1,0
19126,11211,1,0
19127,11212,2,4
19128,11212,2,2
19129,11212,1,5
19130,11212,2,2
19131,11212,1,5
19132,11237,2,10
19133,11237,1,7
19134,11212,2,4
19135,10002,1,4
19136,10013,1,2
19137,10030,1,27
19138,10031,1,0
19139,11434,1,4
19140,11434,1,4
19141,10031,1,14
19142,11220,1,3
19143,11222,1,31
19144,11233,1,5
19145,10014,2,2
19146,10014,1,12
19147,10017,5,2
19148,10019,2,0
19149,10021,2,0
19150,10021,2,3
19151,10024,2,5
19152,10027,4,20
19153,10028,1,1
19154,10028,1,0
19155,10036,3,12
19156,10037,2,0
19157,10462,1,2
19158,10462,1,35
19159,11206,1,7
19160,11211,1,1
19161,11216,1,26
19162,10012,1,0
19163,10016,1,2
